Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"41447-1","Friends","Park",2021,"Heartlake City Park",4,432,34.99,39.99,49.99,39.99,5702016971743,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,28.5600,,"01/01/2021","31/12/2021"
"5658-1","Duplo","Toy Story",2010,"Pizza Planet Truck",2,13,20.99,19.99,26.99,,5702014601789,673419129442,35.41,19.1,9.09,0.37,"",0,0,0,,0,0,,,,,,,,,23.3500,24.9900,"",""
"3635-1","Fabuland","",1981,"Bonnie Bunny's Camper",1,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,191.6500,10.7600,"",""
"8530-1","Bionicle","Accessories",2001,"Masks",,6,1.49,,,,5702012014062,,,,,,"",0,0,0,,0,0,,,,,,,,,95.7700,17.6700,"",""
"6636-1","Town","Police",2002,"Command Post Central",7,273,,65,,,5702014276208,,48,38.4,7.2,,"",0,0,0,,0,0,,,,,,,,,149.5000,54.6900,"01/09/2002","31/12/2002"
"3411-1","Sports","Football",2000,"Team Transport",6,131,,20,,,,042884034115,28.8,28.8,15.6,,"",0,0,0,,0,0,,,,,,,,,55.0000,55.0000,"01/07/2000","01/07/2001"
"4616-1","Jack Stone","",2002,"Rapid Response Tanker",1,34,5.99,7,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.2600,4.2400,"",""
"2735-1","Duplo","Trains",1993,"Curved Track (Curved Rails)",,6,7.49,4.99,7.99,,5702010927357,673419128315,,,,,"",0,0,0,,0,0,,,,,,,,,14.1400,5.5000,"",""
"311-1","LEGOLAND","Boats",1973,"Ferry",,83,1.6,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,27.0400,"",""
"41730-1","Friends","Houses",2023,"Autumn's House",4,853,59.99,69.99,89.99,69.99,5702017415062,673419374279,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,58.2600,,"01/01/2023","31/12/2024"
"10921-1","Duplo","Marvel Super Hero Adventures",2020,"Super Heroes Lab",3,30,24.99,29.99,39.99,29.99,5702016618112,673419318884,35.4,19.1,7,0.47,"",0,0,0,,0,0,,,,,,,,,41.9600,44.6200,"01/01/2020","31/12/2021"
"40137-1","Promotional","Monthly Mini Model Build",2015,"Submarine",,28,,,,,5702015355360,673419232531,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,9.9900,2.5000,"01/12/2015","31/12/2015"
"1181-1","Town","Space Port",1999,"Space Jet",1,23,,,,,,,7.2,7.2,4.8,,"",0,0,0,,0,0,,,,,,,,,25.4900,7.0000,"01/01/1999","31/12/1999"
"8155-1","Racers","Tiny Turbos",2008,"Ferrari F1 Pit",,482,24.99,39.99,,,5702014516274,673419101783,48,28.8,6,0.8,"",0,0,0,,0,0,,,,,,,,,104.2000,49.5600,"",""
"40324-1","Promotional","Monthly Mini Model Build",2019,"Ladybird",,27,,,,,5702016371154,673419304580,17,17,0.5,,"",0,0,0,,0,0,,,,,,,,,3.6100,,"01/04/2019","31/12/2019"
"BL19004-1","Bricklink","AFOL Designer Program",2019,"Wild West Saloon",,1496,,149.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,369.9700,177.9100,"",""
"40096-1","Promotional","Monthly Mini Model Build",2014,"Spring Tree",,62,0,0,,,,673419211970,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.2100,5.0000,"01/03/2014","31/12/2014"
"71749-1","Ninjago","Possession",2021,"Final Flight of Destiny's Bounty",4,147,34.99,39.99,49.99,39.99,5702016912708,673419339414,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,28.8800,26.9900,"01/06/2021","31/12/2022"
"10519-1","Duplo","",2013,"Garbage Truck",1,16,15.99,19.99,24.99,,5702014999428,673419215886,,,,,"",0,0,0,,0,0,,,,,,,,,33.1900,21.8100,"",""
"1549-1","Basic","Seasonal",1992,"Santa and Chimney",,62,,,,,,042884015497,,,,,"",0,0,0,,0,0,,,,,,,,,11.4800,10.0000,"",""
"4613-1","Jack Stone","",2002,"Turbo Chopper",1,13,1.99,4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1700,1.5600,"",""
"2230-1","City","Great Outdoors",2008,"In-flight Helicopter and Raft",2,115,,,,,,673419103015,,,,,"",0,0,0,,0,0,,,,,,,,,28.9900,15.9900,"",""
"80025-1","Monkie Kid","Season 2",2021,"Sandy's Power Loader Mech",3,520,39.99,54.99,69.99,44.99,5702016911060,673419338561,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,59.4200,33.6900,"01/07/2021","31/12/2022"
"892069-1","Ninjago","Magazine Gift",2020,"Digi Jay",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1500,2.3500,"",""
"60359-1","City","Stuntz",2023,"Dunk Stunt Ramp Challenge",1,144,17.99,29.99,39.99,19.99,5702017416205,673419374958,26,22,6,0.37,"",0,0,0,,0,0,,,,,,,,,15.0000,,"01/03/2023","31/12/2023"
"41735-1","Friends","Great Outdoors",2023,"Mobile Tiny House",3,785,59.99,64.99,84.99,64.99,5702017415208,673419374316,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,46.8000,,"01/01/2023","31/12/2024"
"41693-1","Friends","Beach",2021,"Surfer Beachfront",4,685,59.99,69.99,89.99,69.99,5702016973570,,54,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,10.0000,40.0000,"01/06/2021","31/12/2022"
"41709-1","Friends","Beach",2022,"Vacation Beach House",4,686,59.99,79.99,99.99,69.99,5702017155104,,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,56.3500,53.9900,"01/03/2022","31/12/2022"
"4969-1","Duplo","LEGO Ville",2006,"Tractor Fun",1,4,2.99,4.99,,,,673419082563,,,,,"",0,0,0,,0,0,,,,,,,,,10.0000,6.8100,"",""
"4574-1","Racers","Xalax",2001,"Rip",1,8,2.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.0000,9.9900,"",""
"8269-1","Technic","Competition",1999,"Cyber Stinger",1,345,,40,,,,,33.6,24,7.2,,"",0,0,0,,0,0,,,,,,,,,57.0500,37.8600,"01/01/1999","30/06/2000"
"8624-1","Bionicle","Playsets",2006,"Race for the Mask of Life",8,507,29.99,59.99,,,,,48,38.4,7.2,,"",0,0,0,,0,0,,,,,,,,,90.0000,80.4100,"01/07/2006","31/12/2006"
"5651-1","Duplo","Construction",2010,"Dump Truck",1,10,18.99,19.99,26.99,,5702014601161,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0600,20.0200,"",""
"66405-1","City","Product Collection",2011,"City Trains Super Pack 4-in-1",,1232,,,,,,,77.9,53.2,13.7,,"",0,0,0,,0,0,,,,,,,,,454.8600,221.8400,"01/09/2011","31/12/2013"
"30088-1","Ninjago","Promotional",2012,"Rattla",1,5,,,,,5702014918108,,,,,,"",0,0,0,,0,0,,,,,,,,,12.6400,5.3700,"",""
"5684-1","Duplo","",2011,"Car Transporter",1,15,25.99,,,,5702014734043,,35.4,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,54.5100,26.9900,"01/01/2011","31/12/2013"
"310-3","LEGOLAND","Boats",1973,"Tugboat",,183,1.2,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,339.9700,36.0000,"",""
"392-1","Hobby Set","",1975,"Formula 1",,197,3.9,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,36.6500,"",""
"1802-1","Pirates","",1996,"Tidy Treasure",1,22,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,36.0000,9.9600,"",""
"71035-1","Collectable Minifigures","The Muppets Series",2022,"LEGO Minifigures - The Muppets Series {Box of 6 random bags}",,0,20.99,29.94,,23.99,5702017241104,,,,,,"",0,0,0,,0,0,,,,,,,,,24.1700,,"",""
"892183-1","Ninjago","Magazine Gift",2021,"Nya",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4200,3.0400,"",""
"241601-1","Elves","Magazine Gift",2016,"Miku The Dragon",,12,3.5,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9700,3.7400,"",""
"112112-1","Ninjago","Magazine Gift",2021,"Jay vs. Eyezor",2,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3500,,"",""
"3578-1","Sports","Hockey",2004,"NHL Championship Challenge",8,374,29.99,40,,,,673419035873,48,28.8,7.2,0.92,"",0,0,0,,0,0,,,,,,,,,186.6200,141.6900,"01/08/2004","31/12/2005"
"5623-1","Bricks and More","",2010,"LEGO Basic Bricks - Large",,450,15.99,,,,5702014602656,,,,,,"",0,0,0,,0,0,,,,,,,,,31.9500,17.7700,"",""
"9641-1","Education","",2008,"Pneumatics Add-On Set",,31,,55,,,5702014582767,,22,21,5,0.74,"",0,0,0,,0,0,,,,,,,,,136.6700,121.3300,"01/09/2008","25/03/2009"
"7876-1","Creator","Miscellaneous",2007,"Cement Truck",,44,,3.99,,,,,14,14,1.3,,"",0,0,0,,0,0,,,,,,,,,6.5600,2.0000,"01/01/2007","31/12/2007"
"6168-1","Duplo","Fire",2012,"Fire Station",2,63,39.99,,,,5702014834200,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,150.0600,49.0300,"01/01/2012","31/12/2014"
"1414-1","Space","Life On Mars",2001,"Double Hover",1,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,44.9900,,"",""
"952011-1","City","Magazine Gift",2020,"Duke Detain",1,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.4500,2.7800,"",""
"40474-1","Monkie Kid","Promotional",2020,"Build your own Monkey King",,24,,,,,,673419337113,14,14,0.9,,"",0,0,0,,0,0,,,,,,,,,5.0900,,"01/07/2020","31/12/2022"
"662205-1","Minecraft","Magazine Gift",2022,"Steve with Drowned Zombie",2,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8700,,"",""
"662204-1","Minecraft","Magazine Gift",2022,"Miner and Creeper",2,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4400,4.4300,"",""
"BL19001-1","Bricklink","AFOL Designer Program",2019,"Löwenstein Castle",3,2015,,199.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,897.1700,599.9900,"",""
"5002113-1","Friends","Promotional",2014,"Beach Hammock",,29,,,,,,673419214353,,,,,"",0,0,0,,0,0,,,,,,,,,8.4800,2.8000,"",""
"20207-1","Master Builder Academy","",2012,"The Forbidden Bridge",,220,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,35.0000,45.0000,"",""
"664-1","LEGOLAND","",1977,"TV Crew",3,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,127.7800,12.8200,"",""
"5373-1","Castle","Fantasy Era",2008,"Knight & Catapult",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"TRULEIA-1","Star Wars","Promotional",2017,"Princess Leia",,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.9500,7.5300,"",""
"10857-1","Duplo","Cars 3",2017,"Piston Cup Race",3,31,29.99,29.99,29.99,29.99,5702015866736,673419265522,38.2016,26.2128,7.0612,0.5942055,"",0,0,0,,0,0,,,,,,,,,55.5300,25.0000,"01/06/2017","31/12/2019"
"892296-1","Ninjago","Magazine Gift",2022,"Vengestone Guard",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5200,,"",""
"10941-1","Duplo","Mickey",2021,"Mickey & Minnie Birthday Train",2,22,29.99,29.99,39.99,34.99,5702016911404,673419338028,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,21.7500,,"01/01/2021","31/12/2027"
"41409-1","Friends","Play Cube",2020,"Emma's Play Cube - Toy Store",1,49,7.99,9.99,13.99,9.74,5702016618952,673419319935,15.3,20.5,5.2,0.09,"",0,0,0,,0,0,,,,,,,,,7.3100,,"01/04/2020","30/06/2020"
"71455-1","Dreamzzz","Trials of the Dream Chasers",2023,"Grimkeeper the Cage Monster",2,274,31.99,37.99,49.99,37.99,5702017419251,673419376228,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,28.7300,,"01/08/2023","31/12/2024"
"111902-1","Ninjago","Magazine Gift",2019,"Wu",1,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.2400,4.0700,"",""
"5529-1","Bricks and More","",2010,"Basic Bricks",,325,13.99,,,,5702014602700,,,,,,"",0,0,0,,0,0,,,,,,,,,26.7500,17.6600,"",""
"3312-1","Town","Football",1998,"Paramedic Unit",2,78,,,,,5702010933129,,14.4,14.4,6,,"",0,0,0,,0,0,,,,,,,,,63.4200,19.0700,"01/03/1998","31/12/1998"
"10042-1","Bulk Bricks","Seasonal",2003,"U.S. Flag",,35,3.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.9900,0.5000,"",""
"1677-1","Basic","Seasonal",1990,"Rabbit",,24,,,,,5702010916771,042884016777,,,,,"",0,0,0,,0,0,,,,,,,,,5.3300,2.0000,"",""
"10886-1","Duplo","",2019,"My First Car Creations",,34,14.99,19.99,24.99,19.99,5702016367584,673419301831,28.2,26.2,9.55,0.64,"",0,0,0,,0,0,,,,,,,,,18.5900,,"01/01/2019","31/12/2021"
"271827-1","Nexo Knights","Magazine Gift",2018,"Cyber-Snapper",1,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6300,3.1100,"",""
"REDBRICK-1","Promotional","LEGO Brand Stores",2022,"Buildable 2 x 2 Red Brick",,66,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"608-1","LEGOLAND","Building",1971,"Kiosk",,33,0.33,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,124.8000,14.2800,"",""
"775-1","LEGOLAND","",1978,"Fire Fighter",,133,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,79.0000,149.9900,"",""
"1815-1","Town","Paradisa",1996,"Paradisa Lifeguard",2,36,,,,,,,14.4,9.6,4.8,,"",0,0,0,,0,0,,,,,,,,,107.7000,41.2400,"01/01/1996","31/12/1997"
"3421-1","Sports","Football",2002,"3 vs. 3 Shootout",6,225,24.99,30,,,,,28.8,28.8,6,,"",0,0,0,,0,0,,,,,,,,,57.6000,40.0000,"01/03/2002","31/12/2003"
"71424-1","Super Mario","Expansion Set",2023,"Donkey Kong's Tree House",2,555,57.99,59.99,79.99,64.99,5702017415765,673419374583,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,48.0600,,"01/08/2023","31/12/2024"
"682305-1","Marvel Super Heroes","Magazine Gift",2023,"Venom",1,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.2700,,"",""
"892303-1","Ninjago","Magazine Gift",2023,"Vangelis",1,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7500,,"",""
"10532-1","Duplo","",2014,"My First Police Set",2,39,19.99,24.99,24.99,24.99,5702015125147,673419211536,35.4076,19.1008,11.811,0.69,"",0,0,0,,0,0,,,,,,,,,46.3700,12.0000,"01/01/2014","31/12/2015"
"391213-1","Legends of Chima","Magazine gift",2013,"Razcal",,11,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8600,,"",""
"ISBN9781438002491-1","Books","Barron's Educational Series",2013,"Brick City: Global Icons to Make from LEGO (US edition)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43220-1","Disney","Storybook Adventures",2023,"Peter Pan & Wendy's Storybook Adventure",3,111,17.99,19.99,24.99,19.99,5702017424873,673419378505,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.9000,,"01/03/2023","31/12/2024"
"1099-1","Castle","Ninja",1999,"Ninja Blaster",1,24,,2,,,,,9.6,9.6,3.9,,"",0,0,0,,0,0,,,,,,,,,47.6500,12.5000,"01/01/1999","31/12/2001"
"393-1","Hobby Set","",1976,"Norton Motorcycle",,133,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,124.7800,40.9100,"",""
"1620-2","Town","Special",1978,"Chocolate Factory",3,236,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,126.8900,"",""
"4048-1","Creator","Designer Set",2003,"Mech Lab",,554,,30,,,,673419035910,48,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,129.5000,,"01/11/2003","31/12/2003"
"7810-1","Trains","4.5/12V",1980,"Push-Along Steam Engine",1,97,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,469.9900,95.7800,"",""
"7862-1","Trains","4.5/12V",1981,"Remote Controlled Decoupling and Signal 12V",,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.5800,92.4900,"",""
"8266-1","Technic","Competition",1998,"Blue Flash Versus The Arachnophob",2,366,,70,,,,,38.4,28.8,6,,"",0,0,0,,0,0,,,,,,,,,50.3800,26.7000,"01/01/1998","31/12/1999"
"10790-1","Marvel Super Heroes","Spidey and his Amazing Friends",2023,"Team Spidey at Green Goblin's Lighthouse",4,149,29.99,34.99,44.99,34.99,5702017424156,673419378383,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,24.0600,,"01/03/2023","31/12/2023"
"391214-1","Legends of Chima","Magazine gift",2014,"Speedorz Ramp",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.3700,,"",""
"10600-1","Duplo","Cars",2015,"Classic Race",2,29,20.99,24.99,29.99,24.99,5702015355414,673419232616,35.4076,19.1008,9.0932,0.4994,"",0,0,0,,0,0,,,,,,,,,45.0000,18.0000,"01/01/2015","31/12/2016"
"30114-1","Friends","Beach",2014,"Andrea's Beach Lounge ",1,29,,,,,,673419212120,17,19.5,0.5,,"",0,0,0,,0,0,,,,,,,,,3.9800,6.0000,"01/01/2014","31/12/2014"
"71021-19","Collectable Minifigures","Series 18",2018,"LEGO Minifigures - Series 18 - Sealed Box",,,2.99,3.99,3.99,3.99,,,12,9,0.2,,"",0,0,0,,0,0,,,,,,,,,,,"01/04/2018","31/07/2018"
"5004914-1","Nexo Knights","Miscellaneous",2017,"Armor Pod",1,24,,,,,,673419274173,,,,,"",0,0,0,,0,0,,,,,,,,,9.8600,3.4100,"",""
"271715-1","Nexo Knights","Magazine Gift",2017,"Lance's Cart",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6700,,"",""
"391407-1","Legends of Chima","Magazine gift",2014,"Fire spinner and ramp",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1900,,"",""
"40556-1","Promotional","LEGOLAND",2022,"Mythica",2,510,,,,,,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,40.5000,,"01/06/2022","31/12/2024"
"892179-1","Ninjago","Magazine Gift",2021,"Lloyd",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3900,,"",""
"6696-1","Town","Vehicles",1984,"Fuel Tanker",1,97,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,211.7300,"",""
"3628-1","Fabuland","",1981,"Perry Panda and Chester Chimp",2,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,54.9900,13.1200,"",""
"391113-1","Legends of Chima","Magazine gift",2013,"Ewar",,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3400,,"",""
"150-1","Trains","Supplemental / 4.5V",1966,"Straight Track",,28,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,30.8700,4.1700,"",""
"1490-1","Town","Shops and Services",1988,"Town Bank",3,187,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1499.9500,490.8200,"",""
"11950-1","Creator","Magazine Gift",2021,"Racing Car",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1200,,"",""
"111904-1","Ninjago","Magazine Gift",2019,"Jay Vs. Lasha",2,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6300,3.6400,"",""
"40062-1","Promotional","Monthly Mini Model Build",2013,"Log Cabin",,59,0,0,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.0600,9.6300,"",""
"5634-1","Duplo","LEGO Ville",2009,"Feeding Zoo",3,53,40.99,49.99,64.99,,5702014537323,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,80.3700,52.3300,"01/03/2009","31/12/2011"
"5606-1","Duplo","LEGO Ville",2008,"My First Train",1,10,9.99,16.99,17.99,,5702014516946,,,,,,"",0,0,0,,0,0,,,,,,,,,19.9900,10.3900,"",""
"1644-1","Basic","",1989,"Wind Whirler",,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.9900,1.9900,"",""
"4654-1","4 Juniors","City",2003,"Tanker Truck",1,42,14.99,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,48.3000,13.4000,"",""
"5953-1","Dinosaurs","",2001,"Baby Dimetrodon",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.7000,10.9900,"",""
"8464-1","Technic","",2001,"Pneumatic Front-End Loader",,591,,70,,,5702010984596,,43.2,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,420.6000,86.5500,"01/09/2001","31/12/2001"
"112217-1","Ninjago","Magazine Gift",2022,"Kai vs. Boa Destructor",2,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3100,,"",""
"10840-1","Duplo","",2017,"Big Fair",5,106,69.99,79.99,99.99,79.99,5702015869973,673419267694,58.2,37.8,11.8,2.1,"",0,0,0,,0,0,,,,,,,,,90.4700,49.6300,"01/06/2017","31/07/2021"
"601602-1","Bionicle","Magazine Gift",2016,"Ekimu Falcon",,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7900,3.2400,"",""
"BL19008-1","Bricklink","AFOL Designer Program",2019,"The LEGO Story",4,1442,,99.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,156.8500,149.5400,"",""
"ISBN9781593273910-1","Books","No Starch Press",2011,"The Cult of LEGO",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"952202-1","City","Magazine Gift",2022,"Pete Precise's Drill",1,26,4.5,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8500,,"",""
"952303-1","City","Magazine Gift",2023,"Worker with Lawnmower",1,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6200,,"",""
"952-1","Technic","",1978,"Farm Tractor",,316,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,86.9900,"",""
"8239-1","Technic","Competition",1998,"Cyber Slam Spider",1,119,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,50.9400,17.6400,"",""
"1807-1","Town","Seasonal",1995,"Santa Claus and Sleigh",1,17,,2,,,5702010918072,,,,,,"",0,0,0,,0,0,,,,,,,,,11.8500,8.5000,"",""
"71458-1","Dreamzzz","Trials of the Dream Chasers",2023,"Crocodile Car",5,494,57.99,59.99,79.99,62.99,5702017419381,673419376457,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,49.5500,,"01/08/2023","31/12/2024"
"11961-1","Creator","Magazine Gift",2022,"Helicopter",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3500,,"",""
"952201-1","City","Magazine Gift",2022,"Justin Justice's Police Car",1,31,4.5,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1200,,"",""
"80031-1","Monkie Kid","Season 3",2022,"Mei's Dragon Car",4,456,34.99,49.99,64.99,39.99,5702017153148,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,60.1400,,"01/01/2022","31/12/2022"
"561501-1","Friends","Magazine gift",2015,"Penguin's ice slide",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8400,2.1300,"",""
"391504-1","Legends of Chima","Magazine gift",2015,"Fire and Ice weapons",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3400,,"",""
"10863-1","Duplo","",2018,"My First Animal Brick Box",,34,24.99,29.99,34.99,29.23,5702016111385,673419282611,37,17.9,18,1,"",0,0,0,,0,0,,,,,,,,,24.9900,,"01/01/2018","31/12/2020"
"41441-1","Friends","Horseback Riding",2021,"Horse Training and Trailer",2,148,24.99,29.99,39.99,29.99,5702016916812,673419341837,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,18.2200,,"01/08/2021","31/12/2022"
"10913-1","Duplo","",2020,"Brick Box",2,65,24.99,29.99,39.99,29.99,5702016617740,673419318815,37,18,18,1.01,"",0,0,0,,0,0,,,,,,,,,20.6100,,"01/01/2020","31/12/2027"
"3800-1","Mindstorms","1.5",2001,"Ultimate Builders Set",,321,49.99,60,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,105.0000,36.3800,"",""
"3701-1","Fabuland","",1982,"Charlie Cat the fisherman",1,2,,1.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,30.0000,6.6400,"",""
"6194-1","Bricks and More","",2009,"My LEGO Town",2,516,20.99,29.99,39.99,,5702014534209,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,32.4400,24.6100,"01/06/2009","31/12/2011"
"5489-1","Bricks and More","",2009,"Ultimate LEGO Vehicle Building Set",1,675,29.99,44.99,64.99,,5702014534193,,41,19.1,27.7,,"",0,0,0,,0,0,,,,,,,,,50.7700,16.6600,"01/06/2009","31/12/2011"
"40061-1","Promotional","Monthly Mini Model Build",2013,"Igloo",,40,0,0,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,15.2500,6.0000,"",""
"3430-1","Sports","Basketball",2003,"Spin & Shoot",2,71,9.99,,,,5702014265097,,19.2,19.2,6,,"",0,0,0,,0,0,,,,,,,,,80.3500,21.7200,"01/01/2003","31/12/2003"
"271721-1","Nexo Knights","Magazine Gift",2017,"Clay's Mini Falcon",,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.6800,,"",""
"71024-20","Collectable Minifigures","Disney series 2",2019,"LEGO Minifigures - Disney Series 2 - Sealed Box",,,2.99,3.99,4.99,3.99,5702016369298,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10543-1","Duplo","Superman",2014,"Superman Rescue",1,19,14.99,19.99,19.99,19.99,5702015125178,673419211321,26.1874,14.097,9.0932,0.31,"",0,0,0,,0,0,,,,,,,,,43.3300,12.5400,"",""
"122219-1","Jurassic World","Magazine Gift",2022,"Raptor with Hatchery",,37,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9800,,"",""
"71419-1","Super Mario","Expansion Set",2023,"Peach's Garden Balloon Ride",5,453,44.99,49.99,64.99,49.99,5702017434094,673419379342,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,43.0400,,"01/01/2023","31/07/2024"
"6144-1","Duplo","Zoo",2012,"Zoo Train",1,12,,,,,5702014836181,,,,,,"",0,0,0,,0,0,,,,,,,,,16.6400,13.2700,"",""
"5605-1","Duplo","LEGO Ville",2008,"Tanker Truck",1,17,17.59,24.99,,,5702014516939,,,,,,"",0,0,0,,0,0,,,,,,,,,74.9500,27.2300,"",""
"480-1","LEGOLAND","",1975,"Rescue Helicopter",,62,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,97.9000,20.0000,"",""
"5640-1","Duplo","LEGO Ville",2009,"Petrol Station",1,24,18.99,24.99,29.99,,5702014537385,,,,,,"",0,0,0,,0,0,,,,,,,,,25.9700,21.9100,"",""
"263-1","Homemaker","",1974,"Kitchen",,257,2.45,9,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,98.9400,33.7300,"",""
